grade,sub_grade,short_emp,emp_length_num,home_ownership,dti,purpose,term,last_delinq_none,last_major_derog_none,revol_util,total_rec_late_fee,safe_loans
B,B5,0,8,RENT,16.06,debt_consolidation, 60 months,1,1,69.3,0.0,-1
A,A4,0,10,MORTGAGE,9.83,debt_consolidation, 36 months,1,1,52.4,0.0,-1
B,B5,0,3,RENT,17.66,other, 36 months,1,1,96.1,0.0,-1
B,B1,1,0,MORTGAGE,12.44,home_improvement, 60 months,0,1,61.2,0.0,-1
D,D4,0,11,MORTGAGE,9.75,debt_consolidation, 60 months,0,1,71.7,24.94,-1
B,B3,1,1,RENT,9.84,credit_card, 36 months,1,1,76.0,0.0,-1
E,E2,0,4,RENT,16.84,debt_consolidation, 60 months,1,1,89.2,0.0,-1
D,D5,1,1,RENT,9.26,debt_consolidation, 60 months,1,1,81.2,0.0,-1
C,C2,0,4,MORTGAGE,9.01,debt_consolidation, 60 months,1,1,69.4,0.0,-1
D,D2,0,9,MORTGAGE,20.57,debt_consolidation, 60 months,0,1,73.7,0.0,-1
A,A3,0,11,RENT,16.59,debt_consolidation, 36 months,1,1,59.2,0.0,-1
C,C5,0,2,RENT,2.43,moving, 36 months,0,1,18.8,0.0,-1
E,E1,0,11,RENT,5.81,small_business, 60 months,1,1,96.1,0.0,-1
C,C3,0,11,MORTGAGE,25.97,debt_consolidation, 36 months,1,1,1.1,0.0,-1
G,G4,0,11,RENT,21.92,debt_consolidation, 60 months,1,1,98.2,0.0,-1
C,C1,0,4,MORTGAGE,20.62,credit_card, 60 months,1,1,52.4,0.0,-1
F,F2,0,11,RENT,16.87,debt_consolidation, 60 months,1,1,78.2,0.0,-1
D,D1,0,6,OWN,16.67,home_improvement, 36 months,1,1,80.3,0.0,-1
F,F3,0,7,MORTGAGE,1.19,debt_consolidation, 60 months,1,1,89.1,0.0,-1
C,C3,0,11,RENT,22.28,debt_consolidation, 36 months,1,1,85.8,0.0,-1
D,D4,1,0,RENT,21.2,debt_consolidation, 60 months,0,1,47.6,0.0,-1
C,C4,0,9,RENT,22.08,credit_card, 60 months,1,1,71.3,19.2955,-1
G,G3,0,4,RENT,8.54,debt_consolidation, 60 months,0,1,91.7,42.687,-1
A,A5,0,3,RENT,18.16,debt_consolidation, 36 months,1,1,60.1,0.0,-1
B,B5,0,11,RENT,10.35,small_business, 36 months,0,1,65.5,0.0,-1
B,B2,1,0,RENT,14.27,credit_card, 36 months,1,1,20.5,0.0,-1
B,B3,0,2,RENT,19.22,debt_consolidation, 36 months,1,1,63.3,0.0,-1
C,C1,0,8,RENT,10.56,other, 36 months,1,1,63.7,0.0,-1
C,C1,1,1,RENT,7.62,debt_consolidation, 36 months,1,1,94.6,14.9597,-1
G,G3,0,2,RENT,23.68,debt_consolidation, 60 months,1,1,50.7,0.0,-1
E,E1,0,8,OWN,12.67,debt_consolidation, 36 months,1,1,77.6,0.0,-1
B,B5,1,0,MORTGAGE,14.4,credit_card, 36 months,1,1,67.7,0.0,-1
C,C4,0,5,RENT,23.6,credit_card, 36 months,1,1,36.9,0.0,-1
F,F1,0,6,RENT,22.99,debt_consolidation, 60 months,1,1,61.2,0.0,-1
B,B3,0,7,MORTGAGE,21.55,debt_consolidation, 36 months,1,1,82.7,0.0,-1
A,A5,0,11,MORTGAGE,16.79,debt_consolidation, 36 months,1,1,23.4,0.0,-1
D,D3,0,7,RENT,18.07,debt_consolidation, 60 months,0,1,28.1,0.0,-1
E,E4,0,11,MORTGAGE,8.99,debt_consolidation, 60 months,1,1,3.5,0.0,-1
B,B3,0,7,MORTGAGE,15.87,debt_consolidation, 36 months,0,1,78.6,0.0,-1
D,D4,1,1,MORTGAGE,19.41,debt_consolidation, 60 months,1,1,56.0,0.0,-1
E,E2,0,6,RENT,16.7,debt_consolidation, 36 months,1,1,98.5,0.0,-1
B,B5,1,0,MORTGAGE,22.23,other, 36 months,1,1,56.5,0.0,-1
D,D3,0,6,MORTGAGE,23.84,debt_consolidation, 60 months,1,1,36.6,0.0,-1
C,C3,0,11,MORTGAGE,21.85,debt_consolidation, 60 months,1,1,25.5,0.0,-1
G,G3,1,1,RENT,21.2,debt_consolidation, 60 months,1,1,91.0,0.0,-1
B,B4,0,3,RENT,7.4,wedding, 36 months,1,1,28.1,0.0,-1
D,D5,0,4,RENT,3.8,debt_consolidation, 60 months,1,1,35.9,0.0,-1
F,F4,0,3,OWN,16.18,debt_consolidation, 60 months,0,1,96.4,0.0,-1
C,C3,0,11,RENT,18.36,debt_consolidation, 36 months,0,1,62.9,0.0,-1
E,E5,0,8,MORTGAGE,4.07,debt_consolidation, 60 months,1,1,58.4,0.0,-1
C,C1,0,4,MORTGAGE,19.05,debt_consolidation, 60 months,1,1,62.1,0.0,-1
C,C3,0,11,MORTGAGE,18.14,small_business, 60 months,1,1,51.9,23.5778,-1
C,C3,0,7,MORTGAGE,3.66,car, 36 months,1,1,50.2,0.0,-1
B,B4,1,0,OWN,11.08,debt_consolidation, 36 months,0,1,35.1,26.722,-1
B,B3,0,5,MORTGAGE,12.07,small_business, 60 months,1,1,14.2,0.0,-1
A,A2,0,2,RENT,8.86,debt_consolidation, 36 months,1,1,23.8,0.0,-1
D,D2,0,11,MORTGAGE,19.81,debt_consolidation, 60 months,1,1,93.8,0.0,-1
A,A4,1,0,RENT,19.08,debt_consolidation, 36 months,1,1,51.7,0.0,-1
G,G2,0,4,RENT,22.57,debt_consolidation, 60 months,1,1,97.3,0.0,-1
C,C1,0,11,MORTGAGE,2.53,small_business, 60 months,1,1,38.0,0.0,-1
B,B1,1,1,RENT,15.82,other, 36 months,1,1,68.2,0.0,-1
E,E3,1,1,RENT,15.47,debt_consolidation, 36 months,1,1,98.3,0.0,-1
E,E3,0,6,RENT,20.68,debt_consolidation, 60 months,1,1,76.4,0.0,-1
B,B2,0,6,MORTGAGE,14.33,home_improvement, 36 months,0,1,50.0,0.0,-1
A,A4,0,3,RENT,7.66,debt_consolidation, 36 months,1,1,77.6,0.0,-1
B,B3,1,1,RENT,9.36,debt_consolidation, 36 months,1,1,45.8,0.0,-1
D,D4,0,11,RENT,9.22,wedding, 60 months,1,1,94.2,0.0,-1
C,C2,0,5,MORTGAGE,18.34,credit_card, 60 months,1,1,54.2,0.0,-1
E,E2,0,3,RENT,6.47,debt_consolidation, 60 months,1,1,77.9,0.0,-1
C,C4,0,9,RENT,16.85,credit_card, 60 months,1,1,27.4,0.0,-1
D,D2,0,7,RENT,13.03,debt_consolidation, 36 months,1,1,98.4,0.0,-1
C,C2,0,11,MORTGAGE,10.58,debt_consolidation, 60 months,0,1,96.0,0.0,-1
D,D4,0,11,RENT,13.91,debt_consolidation, 60 months,1,1,78.8,0.0,-1
D,D3,0,10,MORTGAGE,16.52,house, 60 months,1,1,72.0,0.0,-1
C,C2,0,11,MORTGAGE,15.7,home_improvement, 36 months,1,1,92.2,0.0,-1
E,E2,0,3,MORTGAGE,16.94,debt_consolidation, 60 months,1,1,84.7,90.771,-1
E,E3,0,4,RENT,13.94,major_purchase, 36 months,1,1,98.3,0.0,-1
D,D1,0,4,MORTGAGE,0.0,major_purchase, 36 months,0,1,0.0,0.0,-1
E,E3,0,6,RENT,18.46,debt_consolidation, 60 months,0,1,88.0,0.0,-1
B,B3,0,3,MORTGAGE,22.22,debt_consolidation, 60 months,1,1,45.9,0.0,-1
C,C4,0,3,MORTGAGE,16.3,debt_consolidation, 60 months,1,1,59.6,0.0,-1
D,D5,0,4,RENT,7.45,other, 60 months,1,1,82.7,0.0,-1
B,B3,1,0,RENT,22.24,debt_consolidation, 36 months,1,1,72.7,29.9569,-1
B,B1,0,11,MORTGAGE,9.65,debt_consolidation, 36 months,1,1,29.3,0.0,-1
A,A5,0,9,RENT,23.75,other, 60 months,1,1,21.3,0.0,-1
E,E1,0,8,RENT,16.8,debt_consolidation, 60 months,1,1,65.1,0.0,-1
B,B1,1,0,RENT,17.85,debt_consolidation, 36 months,0,1,79.4,0.0,-1
C,C1,0,4,MORTGAGE,20.8,debt_consolidation, 60 months,1,1,61.4,0.0,-1
D,D1,0,3,MORTGAGE,17.25,other, 36 months,0,1,36.3,23.9873,-1
B,B3,0,3,RENT,17.56,debt_consolidation, 36 months,1,1,33.7,24.81,-1
B,B2,0,5,RENT,16.83,credit_card, 36 months,1,1,52.8,0.0,-1
D,D2,0,2,MORTGAGE,13.04,car, 60 months,1,1,84.4,0.0,-1
C,C1,0,3,RENT,14.4,wedding, 36 months,1,1,18.2,0.0,-1
D,D5,0,7,RENT,15.82,other, 36 months,1,1,97.4,0.0,-1
E,E4,0,8,MORTGAGE,24.66,credit_card, 60 months,1,1,70.3,0.0,-1
C,C4,0,5,OWN,14.11,debt_consolidation, 60 months,1,1,43.3,0.0,-1
D,D4,0,11,MORTGAGE,22.31,debt_consolidation, 60 months,0,1,73.4,0.0,-1
B,B2,0,4,RENT,19.08,debt_consolidation, 36 months,0,1,31.3,48.8169,-1
A,A5,0,9,MORTGAGE,10.03,home_improvement, 36 months,1,1,78.1,0.0,-1
F,F2,1,1,RENT,18.76,debt_consolidation, 60 months,1,1,98.9,0.0,-1
D,D2,1,1,MORTGAGE,22.08,debt_consolidation, 60 months,1,1,89.4,0.0,-1
F,F2,0,6,MORTGAGE,17.0,credit_card, 60 months,0,1,93.3,0.0,-1
E,E5,0,6,MORTGAGE,8.4,wedding, 60 months,0,1,75.9,0.0,-1
C,C2,0,11,MORTGAGE,4.52,debt_consolidation, 36 months,1,1,79.5,0.0,-1
B,B3,0,3,RENT,7.68,credit_card, 36 months,1,1,64.7,0.0,-1
C,C4,1,1,RENT,10.0,credit_card, 36 months,1,1,68.7,0.0,-1
D,D5,0,2,RENT,12.89,medical, 60 months,0,1,84.0,20.3751,-1
E,E5,0,11,MORTGAGE,20.2,credit_card, 60 months,0,1,95.3,0.0,-1
B,B5,1,0,RENT,18.8,other, 36 months,1,1,82.7,0.0,-1
E,E5,0,6,RENT,9.15,small_business, 60 months,1,1,87.9,0.0,-1
C,C2,0,11,RENT,11.43,small_business, 36 months,0,1,67.8,0.0,-1
D,D2,0,7,RENT,19.89,debt_consolidation, 36 months,1,1,73.9,0.0,-1
C,C1,0,11,MORTGAGE,14.43,debt_consolidation, 60 months,1,1,83.1,0.0,-1
C,C1,0,11,MORTGAGE,20.03,debt_consolidation, 60 months,0,1,44.1,0.0,-1
F,F1,1,1,MORTGAGE,2.41,small_business, 60 months,0,1,14.4,0.0,-1
D,D5,0,6,RENT,9.05,major_purchase, 60 months,0,1,60.5,0.0,-1
F,F5,0,9,RENT,14.1,debt_consolidation, 60 months,0,1,86.7,0.0,-1
C,C4,0,5,MORTGAGE,9.51,debt_consolidation, 36 months,1,1,89.6,0.0,-1
A,A2,1,0,RENT,25.23,debt_consolidation, 36 months,1,1,23.6,0.0,-1
E,E2,0,6,OWN,13.36,moving, 36 months,0,1,37.9,0.0,-1
B,B3,0,11,MORTGAGE,22.63,debt_consolidation, 36 months,0,1,54.3,0.0,-1
B,B4,0,11,MORTGAGE,13.72,debt_consolidation, 60 months,0,1,34.7,0.0,-1
D,D3,1,0,RENT,12.25,debt_consolidation, 36 months,0,1,83.3,0.0,-1
E,E1,0,4,RENT,12.24,debt_consolidation, 60 months,0,1,64.6,0.0,-1
C,C2,0,3,RENT,14.14,other, 36 months,0,1,74.0,14.9459,-1
E,E2,0,4,MORTGAGE,17.82,debt_consolidation, 60 months,1,1,43.1,0.0,-1
A,A4,0,4,OWN,14.29,debt_consolidation, 36 months,0,1,60.7,0.0,-1
B,B3,0,5,MORTGAGE,16.36,credit_card, 60 months,1,1,45.9,0.0,-1
C,C2,0,11,RENT,16.63,debt_consolidation, 36 months,1,1,90.0,0.0,-1
D,D3,0,5,RENT,10.44,debt_consolidation, 36 months,1,1,96.5,0.0,-1
D,D3,0,4,RENT,9.21,debt_consolidation, 60 months,0,1,41.9,14.925,-1
C,C1,0,2,MORTGAGE,27.43,debt_consolidation, 60 months,0,1,87.0,0.0,-1
B,B5,0,11,MORTGAGE,18.42,debt_consolidation, 60 months,1,1,53.5,0.0,-1
C,C4,0,2,RENT,12.24,credit_card, 36 months,1,1,77.6,14.9396,-1
B,B3,1,1,RENT,18.2,credit_card, 36 months,1,1,84.2,0.0,-1
B,B2,0,4,RENT,22.42,credit_card, 36 months,0,1,58.7,44.9728,-1
B,B3,1,1,RENT,21.56,debt_consolidation, 36 months,1,1,64.0,0.0,-1
B,B3,0,11,MORTGAGE,12.23,credit_card, 60 months,1,1,38.7,0.0,-1
B,B3,0,3,MORTGAGE,8.57,debt_consolidation, 36 months,1,1,65.5,0.0,-1
C,C3,0,7,MORTGAGE,17.69,small_business, 60 months,1,1,26.3,30.099,-1
F,F4,0,8,RENT,13.56,small_business, 60 months,1,1,98.3,48.3627,-1
A,A2,0,3,RENT,19.45,other, 36 months,1,1,7.3,0.0,-1
B,B1,1,0,RENT,28.77,debt_consolidation, 36 months,1,1,8.8,0.0,-1
B,B3,1,0,OWN,23.41,debt_consolidation, 60 months,0,1,29.6,0.0,-1
C,C4,0,11,MORTGAGE,21.45,medical, 60 months,1,1,40.0,0.0,-1
B,B2,0,6,MORTGAGE,13.5,debt_consolidation, 36 months,0,1,53.5,0.0,-1
C,C2,0,6,RENT,3.37,other, 36 months,0,1,39.5,0.0,-1
A,A3,0,11,MORTGAGE,26.26,debt_consolidation, 36 months,0,1,39.5,0.0,-1
E,E3,0,11,MORTGAGE,6.42,home_improvement, 36 months,0,1,90.4,28.76,-1
B,B2,1,1,RENT,20.18,small_business, 36 months,1,1,97.3,14.9448,-1
D,D1,0,5,RENT,9.5,other, 36 months,0,1,66.3,14.9857,-1
B,B3,0,3,RENT,10.5,credit_card, 36 months,1,1,53.8,0.0,-1
D,D4,0,11,MORTGAGE,20.96,debt_consolidation, 60 months,1,1,44.2,0.0,-1
B,B3,0,6,RENT,15.63,debt_consolidation, 36 months,1,1,43.6,0.0,-1
D,D1,0,6,RENT,23.78,debt_consolidation, 36 months,0,1,61.5,0.0,-1
D,D5,0,7,MORTGAGE,12.56,debt_consolidation, 60 months,0,1,45.6,0.0,-1
C,C5,0,11,RENT,18.26,debt_consolidation, 60 months,1,1,88.7,0.0,-1
F,F4,0,11,RENT,18.99,debt_consolidation, 60 months,0,1,76.9,0.0,-1
C,C5,0,6,RENT,22.23,other, 60 months,0,1,91.1,0.0,-1
B,B3,0,7,OWN,13.51,credit_card, 36 months,0,1,41.3,0.0,-1
B,B3,1,1,RENT,16.42,debt_consolidation, 36 months,0,1,84.8,0.0,-1
A,A3,1,1,MORTGAGE,22.52,car, 36 months,1,1,39.3,0.0,-1
F,F4,0,10,OWN,6.26,debt_consolidation, 60 months,0,1,77.5,0.0,-1
D,D3,0,5,RENT,7.37,other, 60 months,0,1,82.5,0.0,-1
B,B2,0,7,MORTGAGE,11.31,debt_consolidation, 36 months,1,1,68.9,14.9957,-1
E,E5,1,1,RENT,15.64,debt_consolidation, 60 months,1,1,94.7,0.0,-1
B,B5,0,3,RENT,22.43,debt_consolidation, 60 months,1,1,43.7,0.0,-1
C,C4,0,6,RENT,7.99,other, 36 months,0,1,13.9,17.3915,-1
C,C5,0,7,RENT,20.07,debt_consolidation, 60 months,1,1,0.0,21.8234,-1
D,D4,1,1,RENT,24.4,debt_consolidation, 60 months,1,1,74.5,0.0,-1
D,D4,0,9,MORTGAGE,8.37,small_business, 60 months,0,1,67.7,0.0,-1
B,B5,0,2,RENT,16.53,credit_card, 36 months,0,1,85.3,0.0,-1
A,A3,0,6,OWN,1.08,major_purchase, 36 months,1,1,3.2,0.0,-1
B,B3,0,4,MORTGAGE,8.12,debt_consolidation, 60 months,1,1,16.4,0.0,-1
D,D2,0,11,MORTGAGE,20.69,debt_consolidation, 36 months,1,1,88.7,0.0,-1
C,C3,0,4,RENT,22.21,debt_consolidation, 60 months,1,1,31.2,0.0,-1
D,D5,0,11,MORTGAGE,5.36,other, 60 months,0,1,77.0,0.0,-1
B,B4,0,7,MORTGAGE,15.92,debt_consolidation, 60 months,1,1,40.5,0.0,-1
B,B2,0,3,RENT,12.29,debt_consolidation, 60 months,1,1,24.9,0.0,-1
B,B3,1,1,MORTGAGE,20.05,debt_consolidation, 36 months,0,1,29.9,0.0,-1
A,A2,0,6,MORTGAGE,18.31,debt_consolidation, 36 months,1,1,71.0,0.0,-1
D,D5,0,3,RENT,0.33,small_business, 60 months,1,1,0.0,0.0,-1
D,D5,0,2,RENT,5.73,car, 60 months,1,1,79.0,0.0,-1
B,B3,1,1,RENT,2.01,car, 36 months,1,1,23.9,0.0,-1
D,D2,0,8,RENT,13.2,debt_consolidation, 36 months,0,1,89.2,0.0,-1
B,B4,0,11,OWN,23.73,home_improvement, 36 months,0,1,35.2,0.0,-1
E,E1,0,11,RENT,14.5,debt_consolidation, 60 months,0,1,48.7,0.0,-1
C,C2,1,0,MORTGAGE,6.52,other, 60 months,1,1,38.6,0.0,-1
A,A3,0,7,MORTGAGE,6.48,car, 36 months,1,1,61.3,0.0,-1
A,A5,0,10,RENT,2.64,wedding, 36 months,1,1,16.1,0.0,-1
E,E3,0,2,RENT,22.66,debt_consolidation, 60 months,0,1,93.6,0.0,-1
C,C5,0,4,RENT,23.54,debt_consolidation, 36 months,0,1,79.5,0.0,-1
C,C2,0,7,RENT,7.3,debt_consolidation, 36 months,0,1,16.3,0.0,-1
B,B5,0,6,OWN,6.25,other, 60 months,1,1,8.9,0.0,-1
E,E3,0,11,MORTGAGE,21.97,debt_consolidation, 60 months,1,1,73.8,0.0,-1
E,E4,0,3,MORTGAGE,8.86,debt_consolidation, 60 months,0,1,97.6,0.0,-1
B,B2,0,10,OWN,2.75,other, 60 months,1,1,31.4,0.0,-1
C,C2,0,2,RENT,22.72,medical, 60 months,1,1,41.8,0.0,-1
G,G2,0,11,MORTGAGE,7.86,house, 60 months,0,1,42.9,0.0,-1
B,B3,0,8,MORTGAGE,6.56,small_business, 60 months,1,1,1.4,0.0,-1
A,A4,0,10,RENT,3.15,vacation, 36 months,0,1,12.0,0.0,-1
B,B5,0,7,RENT,19.52,debt_consolidation, 36 months,1,1,68.6,0.0,-1
A,A4,0,6,RENT,0.86,small_business, 36 months,0,1,0.0,0.0,-1
A,A2,0,3,RENT,25.91,major_purchase, 36 months,1,1,22.1,0.0,-1
A,A2,0,11,RENT,11.65,other, 36 months,0,1,11.7,0.0,-1
A,A4,0,2,RENT,12.66,credit_card, 36 months,1,1,44.1,0.0,-1
E,E4,0,11,MORTGAGE,14.35,home_improvement, 36 months,1,1,52.3,0.0,-1
F,F1,0,6,RENT,22.34,debt_consolidation, 60 months,1,1,90.3,0.0,-1
F,F4,0,6,MORTGAGE,11.14,debt_consolidation, 60 months,0,1,91.1,0.0,-1
B,B2,0,5,RENT,25.44,debt_consolidation, 60 months,1,1,59.9,0.0,-1
G,G1,0,4,RENT,1.36,other, 60 months,0,1,15.2,17.995,-1
B,B4,0,5,OWN,11.54,debt_consolidation, 60 months,1,1,44.9,0.0,-1
C,C4,0,11,MORTGAGE,14.71,home_improvement, 36 months,0,1,79.5,0.0,-1
A,A4,0,10,MORTGAGE,9.91,debt_consolidation, 36 months,0,1,4.5,0.0,-1
B,B5,1,0,MORTGAGE,5.94,debt_consolidation, 36 months,1,1,71.2,25.16,-1
C,C2,0,3,RENT,14.07,major_purchase, 60 months,0,1,37.1,44.9753,-1
B,B2,0,6,MORTGAGE,11.49,small_business, 60 months,1,1,10.0,0.0,-1
A,A4,0,2,RENT,8.98,other, 36 months,1,1,50.3,0.0,-1
C,C5,0,11,RENT,18.33,debt_consolidation, 36 months,1,1,96.8,0.0,-1
F,F1,0,11,OWN,15.12,debt_consolidation, 60 months,0,1,38.7,0.0,-1
E,E2,0,11,RENT,21.62,debt_consolidation, 60 months,0,1,45.4,0.0,-1
E,E4,1,0,RENT,20.05,debt_consolidation, 60 months,0,1,69.1,0.0,-1
B,B2,0,11,RENT,9.03,small_business, 36 months,0,1,32.8,0.0,-1
A,A4,0,4,MORTGAGE,26.82,other, 36 months,1,1,71.2,14.9939,-1
D,D3,0,5,MORTGAGE,9.22,small_business, 36 months,0,1,18.3,0.0,-1
C,C4,0,3,MORTGAGE,23.54,debt_consolidation, 36 months,1,1,92.1,0.0,-1
B,B5,0,11,MORTGAGE,17.65,debt_consolidation, 60 months,0,1,31.5,0.0,-1
E,E4,0,11,OWN,20.99,credit_card, 60 months,0,1,86.1,0.0,-1
B,B4,1,1,OWN,21.88,debt_consolidation, 60 months,1,1,47.4,0.0,-1
A,A3,0,11,MORTGAGE,17.06,home_improvement, 36 months,1,1,28.8,0.0,-1
A,A5,0,4,RENT,9.24,small_business, 36 months,0,1,34.4,0.0,-1
C,C4,0,2,MORTGAGE,15.13,debt_consolidation, 60 months,1,1,76.4,0.0,-1
B,B3,0,4,RENT,6.54,debt_consolidation, 36 months,1,1,52.7,0.0,-1
B,B4,0,5,RENT,2.08,other, 60 months,1,1,33.4,0.0,-1
D,D2,1,0,RENT,11.12,debt_consolidation, 36 months,0,1,77.9,0.0,-1
B,B1,0,9,MORTGAGE,25.11,debt_consolidation, 36 months,1,1,90.9,22.9842,-1
D,D2,0,6,RENT,5.68,debt_consolidation, 36 months,1,1,87.0,0.0,-1
C,C1,0,4,MORTGAGE,4.76,home_improvement, 36 months,1,1,31.8,0.0,-1
D,D3,0,3,MORTGAGE,17.49,small_business, 36 months,1,1,28.2,62.437,-1
D,D1,1,1,OWN,8.97,debt_consolidation, 36 months,1,1,85.4,0.0,-1
F,F1,0,8,MORTGAGE,14.97,other, 36 months,0,1,16.9,0.0,-1
A,A2,1,0,RENT,20.81,wedding, 36 months,1,1,36.2,0.0,-1
A,A5,0,3,MORTGAGE,14.26,debt_consolidation, 36 months,0,1,5.7,0.0,-1
A,A5,0,7,RENT,8.91,debt_consolidation, 36 months,0,1,62.8,0.0,-1
E,E4,0,11,MORTGAGE,18.38,debt_consolidation, 60 months,1,1,56.7,21.1335,-1
D,D2,0,7,RENT,7.34,debt_consolidation, 36 months,0,1,73.8,0.0,-1
E,E4,0,7,MORTGAGE,13.65,debt_consolidation, 60 months,1,1,38.4,0.0,-1
A,A5,0,11,MORTGAGE,4.53,car, 60 months,1,1,17.1,0.0,-1
A,A4,0,6,RENT,20.22,other, 36 months,1,1,32.4,0.0,-1
B,B4,0,2,RENT,19.54,debt_consolidation, 36 months,1,1,38.8,0.0,-1
E,E5,1,1,MORTGAGE,13.54,debt_consolidation, 60 months,1,1,55.8,46.4665,-1
C,C2,1,0,MORTGAGE,23.95,home_improvement, 36 months,1,1,56.1769,0.0,-1
F,F1,0,11,RENT,18.65,debt_consolidation, 60 months,0,1,1.8,0.0,-1
C,C3,0,7,MORTGAGE,3.88,debt_consolidation, 60 months,1,1,56.5,0.0,-1
C,C4,1,1,RENT,24.8,debt_consolidation, 36 months,1,1,93.6,0.0,-1
D,D5,1,1,OWN,19.34,car, 60 months,1,1,43.5,0.0,-1
A,A2,0,11,MORTGAGE,19.42,debt_consolidation, 36 months,1,1,65.5,0.0,-1
E,E1,0,4,RENT,13.8,debt_consolidation, 60 months,0,1,40.9,0.0,-1
D,D1,1,0,MORTGAGE,23.23,wedding, 36 months,0,1,89.4,23.2873,-1
E,E2,0,11,MORTGAGE,6.05,debt_consolidation, 60 months,0,1,0.0,0.0,-1
B,B4,0,4,RENT,11.39,major_purchase, 60 months,1,1,60.8,0.0,-1
E,E5,0,2,MORTGAGE,10.67,debt_consolidation, 60 months,0,1,78.0,0.0,-1
F,F2,0,3,RENT,18.87,debt_consolidation, 60 months,1,1,70.2,0.0,-1
C,C1,0,7,RENT,22.59,other, 36 months,1,1,95.5,0.0,-1
B,B1,1,0,RENT,12.61,credit_card, 36 months,0,1,62.1,0.0,-1
B,B3,0,6,MORTGAGE,19.78,debt_consolidation, 36 months,1,1,52.0,0.0,-1
E,E1,0,4,MORTGAGE,4.61,small_business, 60 months,1,1,41.3,0.0,-1
D,D3,1,0,MORTGAGE,17.94,debt_consolidation, 60 months,1,1,56.7,0.0,-1
D,D4,0,6,RENT,10.33,credit_card, 60 months,0,1,35.1,0.0,-1
B,B3,1,0,OWN,21.04,credit_card, 60 months,1,1,48.6,0.0,-1
B,B1,0,11,RENT,8.21,other, 36 months,1,1,60.9,0.0,-1
D,D5,0,7,RENT,10.62,small_business, 60 months,1,1,57.0,0.0,-1
D,D4,0,11,MORTGAGE,10.76,home_improvement, 60 months,1,1,72.7,0.0,-1
D,D3,0,11,RENT,16.42,debt_consolidation, 36 months,0,1,0.0,0.0,-1
D,D4,0,11,MORTGAGE,11.82,home_improvement, 36 months,0,1,24.8,0.0,-1
D,D4,0,11,MORTGAGE,14.61,debt_consolidation, 60 months,1,1,77.0,0.0,-1
D,D5,0,11,RENT,15.46,debt_consolidation, 60 months,0,1,46.1,0.0,-1
C,C4,0,11,MORTGAGE,9.9,home_improvement, 60 months,0,1,26.4,0.0,-1
C,C1,0,3,RENT,14.92,debt_consolidation, 36 months,1,1,96.7,0.0,-1
D,D2,0,11,OWN,18.19,other, 36 months,1,1,85.2,0.0,-1
A,A4,0,11,OWN,9.16,debt_consolidation, 36 months,1,1,19.9,0.0,-1
B,B1,0,5,RENT,10.6,credit_card, 36 months,0,1,44.4,0.0,-1
D,D5,0,11,RENT,5.63,debt_consolidation, 36 months,0,1,96.1,0.0,-1
C,C2,0,4,RENT,23.78,other, 36 months,0,1,57.4,0.0,-1
B,B4,0,8,MORTGAGE,13.06,other, 60 months,1,1,10.1,0.0,-1
F,F1,0,11,OWN,15.63,small_business, 60 months,1,1,80.8,0.0,-1
A,A4,0,5,OWN,3.47,debt_consolidation, 36 months,1,1,39.8,0.0,-1
A,A3,1,0,RENT,19.56,credit_card, 36 months,1,1,21.8,0.0,-1
C,C5,1,1,RENT,10.29,debt_consolidation, 36 months,1,1,42.0,0.0,-1
C,C2,0,4,RENT,13.17,debt_consolidation, 36 months,1,1,89.3,14.9482,-1
C,C1,0,5,MORTGAGE,20.18,other, 60 months,0,1,49.5,0.0,-1
D,D2,0,5,MORTGAGE,20.42,debt_consolidation, 60 months,0,1,81.1,0.0,-1
D,D3,0,11,MORTGAGE,17.63,debt_consolidation, 60 months,1,1,50.3,0.0,-1
D,D5,1,1,RENT,11.82,debt_consolidation, 60 months,1,1,87.2,0.0,-1
C,C1,0,11,MORTGAGE,21.98,debt_consolidation, 60 months,0,1,46.8,0.0,-1
D,D3,0,11,MORTGAGE,9.5,debt_consolidation, 36 months,1,1,86.1,0.0,-1
C,C1,0,11,MORTGAGE,28.63,debt_consolidation, 60 months,1,1,61.4,0.0,-1
B,B4,0,3,MORTGAGE,18.45,debt_consolidation, 60 months,1,1,27.5,0.0,-1
A,A2,0,3,MORTGAGE,21.69,debt_consolidation, 36 months,1,1,28.1,0.0,-1
A,A4,0,8,RENT,1.11,debt_consolidation, 36 months,0,1,4.7,14.9808,-1
E,E2,0,6,RENT,10.74,car, 60 months,0,1,42.8,0.0,-1
B,B3,0,2,MORTGAGE,21.02,home_improvement, 36 months,1,1,0.0,0.0,-1
F,F1,0,11,MORTGAGE,4.01,debt_consolidation, 60 months,0,1,66.7,0.0,-1
B,B1,0,11,MORTGAGE,8.02,other, 60 months,1,1,55.6,0.0,-1
C,C5,0,11,RENT,12.9,debt_consolidation, 60 months,1,1,33.4,0.0,-1
A,A4,0,4,MORTGAGE,17.44,other, 36 months,0,1,59.1,0.0,-1
A,A1,0,11,MORTGAGE,23.13,credit_card, 36 months,1,1,39.3,0.0,-1
C,C1,0,8,RENT,24.18,debt_consolidation, 36 months,1,1,55.1,18.1278,-1
B,B3,0,4,RENT,19.15,debt_consolidation, 36 months,1,1,76.8,14.98,-1
C,C4,0,11,RENT,9.48,debt_consolidation, 36 months,1,1,92.8,0.0,-1
